record_id,redcap_survey_identifier,welcome_timestamp,subid,assignment_id,study_id,welcome_complete,consent_timestamp,consent_1,consent_complete,demographics_timestamp,gender,other_gender,age,country_born,other_country,years_in_us,years,occupation,race___1,race___2,race___3,race___4,race___5,race___6,race___7,demographics_complete,instructions_timestamp,understand_instructions,confidence,instructions_complete,game_timestamp,game_complete,participant_ratings_timestamp,mead_name,clr_accordion_2,exp_accordion_2,lrg_accordion_2,clr_apple_2,exp_apple_2,lrg_apple_2,clr_apple_4,exp_apple_4,lrg_apple_4,clr_asian_05,exp_asian_05,lrg_asian_05,clr_bacon_2,exp_bacon_2,lrg_bacon_2,clr_art_paintbrush_01,exp_art_paintbrush_01,lrg_art_paintbrush_01,clr_art_paintbrush_02,exp_art_paintbrush_02,lrg_art_paintbrush_02,clr_boombox_01,exp_boombox_01,lrg_boombox_01,clr_djembe_01,exp_djembe_01,lrg_djembe_01,clr_fountainpen_01,exp_fountainpen_01,lrg_fountainpen_01,clr_bagel_4,exp_bagel_4,lrg_bagel_4,clr_ball_05,exp_ball_05,lrg_ball_05,clr_goboard_01,exp_goboard_01,lrg_goboard_01,clr_banana_2,exp_banana_2,lrg_banana_2,clr_beads_3,exp_beads_3,lrg_beads_3,clr_beads_4,exp_beads_4,lrg_beads_4,clr_berries_4,exp_berries_4,lrg_berries_4,clr_berries_05,exp_berries_05,lrg_berries_05,clr_bike_04,exp_bike_04,lrg_bike_04,clr_bike_05,exp_bike_05,lrg_bike_05,clr_bike_06,exp_bike_06,lrg_bike_06,clr_binocular_02,exp_binocular_02,lrg_binocular_02,clr_bowling_03,exp_bowling_03,lrg_bowling_03,clr_guitar_02,exp_guitar_02,lrg_guitar_02,clr_burger_01,exp_burger_01,lrg_burger_01,clr_burger_4,exp_burger_4,lrg_burger_4,clr_cam_corder_3,exp_cam_corder_3,lrg_cam_corder_3,clr_camera_3,exp_camera_3,lrg_camera_3,clr_camera_4,exp_camera_4,lrg_camera_4,clr_candy_2,exp_candy_2,lrg_candy_2,clr_chess_4,exp_chess_4,lrg_chess_4,clr_chicken_3,exp_chicken_3,lrg_chicken_3,clr_chips_01,exp_chips_01,lrg_chips_01,clr_chips_02,exp_chips_02,lrg_chips_02,clr_chocolate_2,exp_chocolate_2,lrg_chocolate_2,clr_chocolate_cake_1,exp_chocolate_cake_1,lrg_chocolate_cake_1,clr_chocolate3,exp_chocolate3,lrg_chocolate3,clr_chocolate6,exp_chocolate6,lrg_chocolate6,clr_jenga_01,exp_jenga_01,lrg_jenga_01,clr_keyboard_01,exp_keyboard_01,lrg_keyboard_01,clr_cone_1,exp_cone_1,lrg_cone_1,clr_cookie1,exp_cookie1,lrg_cookie1,clr_cookie3,exp_cookie3,lrg_cookie3,clr_cube_2,exp_cube_2,lrg_cube_2,clr_cupcake,exp_cupcake,lrg_cupcake,clr_dice_4,exp_dice_4,lrg_dice_4,clr_domino_3,exp_domino_3,lrg_domino_3,clr_drums_2,exp_drums_2,lrg_drums_2,clr_paintcan_01,exp_paintcan_01,lrg_paintcan_01,clr_fitness_04,exp_fitness_04,lrg_fitness_04,clr_fitness_07,exp_fitness_07,lrg_fitness_07,clr_fitness_08,exp_fitness_08,lrg_fitness_08,clr_frisbee_4,exp_frisbee_4,lrg_frisbee_4,clr_frisbee_5,exp_frisbee_5,lrg_frisbee_5,clr_green_beans_1,exp_green_beans_1,lrg_green_beans_1,clr_greens_01,exp_greens_01,lrg_greens_01,clr_greens_06,exp_greens_06,lrg_greens_06,clr_greens_07,exp_greens_07,lrg_greens_07,clr_guitar_5,exp_guitar_5,lrg_guitar_5,clr_saxophone_01,exp_saxophone_01,lrg_saxophone_01,clr_headphones_1,exp_headphones_1,lrg_headphones_1,clr_headphones_4,exp_headphones_4,lrg_headphones_4,clr_helicopter_1,exp_helicopter_1,lrg_helicopter_1,clr_ice_skates_6,exp_ice_skates_6,lrg_ice_skates_6,clr_sharpie_01,exp_sharpie_01,lrg_sharpie_01,clr_beignets_01,exp_beignets_01,lrg_beignets_01,clr_mac_cheese_01,exp_mac_cheese_01,lrg_mac_cheese_01,clr_chilidog_01,exp_chilidog_01,lrg_chilidog_01,clr_cremepuff_01,exp_cremepuff_01,lrg_cremepuff_01,clr_meat_01,exp_meat_01,lrg_meat_01,clr_microscope_3,exp_microscope_3,lrg_microscope_3,clr_mikado_3,exp_mikado_3,lrg_mikado_3,clr_muffin2,exp_muffin2,lrg_muffin2,clr_friedchicken_01,exp_friedchicken_01,lrg_friedchicken_01,clr_fruitsalad_01,exp_fruitsalad_01,lrg_fruitsalad_01,clr_jackfruit_01,exp_jackfruit_01,lrg_jackfruit_01,clr_jellyroll_01,exp_jellyroll_01,lrg_jellyroll_01,clr_notebook_6,exp_notebook_6,lrg_notebook_6,clr_notebook_7,exp_notebook_7,lrg_notebook_7,clr_oil_1,exp_oil_1,lrg_oil_1,clr_oil_5,exp_oil_5,lrg_oil_5,clr_paper_3,exp_paper_3,lrg_paper_3,clr_parfait_2,exp_parfait_2,lrg_parfait_2,clr_pencil_2,exp_pencil_2,lrg_pencil_2,clr_piano_3,exp_piano_3,lrg_piano_3,clr_piano_4,exp_piano_4,lrg_piano_4,clr_pie3,exp_pie3,lrg_pie3,clr_pizza_03,exp_pizza_03,lrg_pizza_03,clr_pizza_05,exp_pizza_05,lrg_pizza_05,clr_pokerchips_3,exp_pokerchips_3,lrg_pokerchips_3,clr_pomegranate_01,exp_pomegranate_01,lrg_pomegranate_01,clr_quinoa_01,exp_quinoa_01,lrg_quinoa_01,clr_radio_3,exp_radio_3,lrg_radio_3,clr_record_4,exp_record_4,lrg_record_4,clr_ribbon_4,exp_ribbon_4,lrg_ribbon_4,clr_onionrings_01,exp_onionrings_01,lrg_onionrings_01,clr_roller_skates_01,exp_roller_skates_01,lrg_roller_skates_01,clr_roller_skates_02,exp_roller_skates_02,lrg_roller_skates_02,clr_pho_01,exp_pho_01,lrg_pho_01,clr_poboy_01,exp_poboy_01,lrg_poboy_01,clr_zucchini_01,exp_zucchini_01,lrg_zucchini_01,clr_salmon,exp_salmon,lrg_salmon,clr_sandwich_2,exp_sandwich_2,lrg_sandwich_2,clr_sandwich_3,exp_sandwich_3,lrg_sandwich_3,clr_sandwich_5,exp_sandwich_5,lrg_sandwich_5,clr_shrimp_02,exp_shrimp_02,lrg_shrimp_02,clr_skateboard_06,exp_skateboard_06,lrg_skateboard_06,clr_popcorn_01,exp_popcorn_01,lrg_popcorn_01,clr_poutine_01,exp_poutine_01,lrg_poutine_01,clr_snorkling_3,exp_snorkling_3,lrg_snorkling_3,clr_soup_03,exp_soup_03,lrg_soup_03,clr_samosas_01,exp_samosas_01,lrg_samosas_01,clr_starfruit_01,exp_starfruit_01,lrg_starfruit_01,clr_tempeh_01,exp_tempeh_01,lrg_tempeh_01,clr_tart1,exp_tart1,lrg_tart1,clr_violin_2,exp_violin_2,lrg_violin_2,clr_tofu_01,exp_tofu_01,lrg_tofu_01,clr_yulelog_01,exp_yulelog_01,lrg_yulelog_01,clr_wrap_02,exp_wrap_02,lrg_wrap_02,clr_yarn_5,exp_yarn_5,lrg_yarn_5,participant_ratings_complete,post_study_survey_timestamp,how_was_study,purpose_1,difficulties,post_study_survey_complete,payment_timestamp,payment_complete
26,,"2021-09-14 18:46:21",6140e85de611a8d1aa7ebc12,6141262b28edfa4e282883ab,6140d2bf320df68dc96327b1,2,"2021-09-14 18:46:43",1,2,"2021-09-14 18:47:13",2,,21,1,,1,,Student,0,0,0,0,1,0,0,2,"2021-09-14 18:48:01",1,85,2,,2,"2021-09-14 19:51:15",,7,8,9,4,1,1,3,1,1,7,3,2,1,2,1,1,3,2,1,5,3,6,10,9,5,7,10,1,1,2,1,1,1,5,2,3,1,4,4,6,1,2,10,3,1,10,2,1,7,1,1,6,1,2,2,8,8,5,8,9,9,8,8,2,7,3,4,3,5,3,8,7,1,2,3,8,2,3,1,7,3,1,10,5,2,7,2,6,2,1,1,5,1,8,4,3,1,2,1,1,2,1,2,3,1,2,5,3,1,2,1,2,3,1,1,3,7,1,9,6,9,4,2,1,2,2,1,2,2,7,4,3,4,2,2,1,1,1,1,3,1,3,8,7,7,7,7,2,10,9,1,10,9,1,10,10,3,3,3,3,3,3,2,2,2,3,2,3,2,2,1,3,2,1,2,8,4,2,8,4,4,7,3,4,5,3,4,5,2,1,5,6,1,1,1,1,2,1,2,2,1,2,2,3,5,3,2,4,4,4,1,10,4,10,1,1,1,2,2,1,3,2,8,2,1,3,2,4,1,1,3,10,2,4,10,2,4,10,7,6,10,6,5,8,3,2,9,4,3,9,2,1,1,9,10,1,10,10,1,3,4,6,3,5,6,3,5,4,2,2,3,2,3,4,3,3,4,6,3,1,8,6,4,2,2,1,2,2,1,5,4,4,5,4,4,3,2,4,2,3,2,1,3,7,3,3,5,2,4,5,3,4,4,2,3,6,3,4,4,3,4,3,3,2,3,2,3,2,3,3,4,2,3,3,3,2,2,2,2,6,4,3,3,3,3,2,7,5,4,3,3,3,4,3,4,3,2,6,2,2,2,"2021-09-14 19:52:00","It was interesting","How do people associate made up words with images?",No,2,,0
27,,"2021-09-14 18:46:29",5e9e09c90b07401b5b7dcd8b,61412623d282bcc91b97a66d,6140d2bf320df68dc96327b1,2,"2021-09-14 18:47:09",1,2,"2021-09-14 18:47:25",1,,21,1,,1,,Student,0,0,0,0,1,0,0,2,"2021-09-14 18:48:07",1,91,2,,2,"2021-09-14 19:33:12",,5,7,4,3,2,2,4,2,2,4,3,2,2,3,2,2,3,1,2,4,1,4,5,4,5,6,5,2,7,2,2,2,2,3,2,3,3,6,3,2,1,2,8,3,2,9,2,1,6,3,1,4,3,2,1,5,4,3,6,4,7,4,5,2,7,2,2,3,3,2,8,4,3,1,2,4,1,2,3,6,3,1,9,2,2,8,2,3,1,1,3,5,1,4,3,3,2,1,2,2,1,2,2,2,1,3,3,1,1,2,1,1,2,1,1,3,3,2,6,4,5,3,3,1,1,3,2,1,1,6,2,2,4,2,2,2,2,1,3,2,1,3,7,5,5,3,3,2,10,7,2,10,9,2,10,9,3,1,2,3,1,2,1,2,2,2,1,2,1,2,2,2,2,2,3,7,4,2,8,4,3,6,2,2,4,2,4,5,2,1,6,2,1,1,1,2,2,2,2,1,2,2,1,2,4,3,2,4,7,2,2,9,3,9,1,2,1,1,1,2,1,2,7,3,2,3,4,3,2,2,2,9,3,2,10,3,2,8,9,5,9,8,3,10,3,2,6,3,2,9,4,2,2,10,8,2,10,9,2,2,2,4,2,2,3,2,2,5,2,1,2,2,2,3,2,2,4,4,3,2,6,3,8,2,1,1,1,1,2,4,2,4,4,2,4,2,2,4,2,2,2,1,2,4,3,2,5,2,2,3,1,2,3,3,2,6,4,2,4,5,3,3,2,2,2,2,2,3,4,2,4,1,2,3,2,2,1,4,2,4,4,2,3,3,2,2,9,3,3,2,3,3,3,2,4,1,2,8,1,2,2,"2021-09-14 19:34:02","I have done a similar study sorting random objects by shapes, so this wasn't something new to me completely.","To see where the brain makes connections naturally between objects.",No.,2,"2021-09-14 19:34:04",2
28,,"2021-09-14 18:46:35",614108f77f02135189a295ec,61412609cbb41d9df36dcf6c,6140d2bf320df68dc96327b1,2,"2021-09-14 18:46:45",1,2,"2021-09-14 18:47:03",2,,21,1,,1,,student,0,0,0,0,1,0,0,2,"2021-09-14 18:47:51",1,100,2,"2021-09-14 19:40:42",2,"2021-09-14 19:40:26",,7,8,8,3,1,1,3,1,1,5,3,2,2,1,1,2,1,1,2,1,1,2,7,7,5,6,7,2,1,1,2,1,1,2,2,3,3,5,5,2,1,1,10,2,1,7,1,1,5,1,1,2,1,1,1,4,8,3,4,8,4,5,8,2,6,1,1,1,3,2,10,9,1,1,1,4,1,1,2,4,1,1,10,3,1,9,4,3,1,1,1,4,1,5,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,3,2,1,10,10,4,3,5,1,1,1,2,1,1,3,1,1,3,1,1,1,1,1,1,1,1,2,8,8,4,6,5,1,10,10,1,10,10,1,10,10,2,1,1,2,1,1,2,1,1,2,1,1,3,1,1,2,1,1,2,10,8,2,10,8,5,9,4,3,7,4,4,3,1,1,6,2,1,1,1,2,1,1,2,1,1,1,2,1,3,3,1,3,3,2,1,10,3,8,2,2,2,1,1,1,2,1,9,2,2,1,1,1,2,2,1,5,2,3,10,2,3,4,6,5,1,6,4,7,1,1,6,2,2,9,2,1,1,10,10,1,10,10,2,2,2,4,2,2,2,2,2,3,2,1,4,1,1,4,2,2,2,6,3,1,8,3,7,1,1,1,1,1,1,5,2,5,4,2,3,2,1,3,2,1,1,1,1,2,2,1,3,2,1,2,1,1,3,3,1,6,3,2,3,4,3,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,3,3,1,3,2,1,2,8,5,4,3,2,4,2,1,3,2,1,4,1,1,2,"2021-09-14 19:41:20","very repetitive but not bad","how people categorize things in their brain",no,2,"2021-09-14 19:41:25",2
29,,"2021-09-14 18:47:03",612920969dd11ffbe0de83ad,614126061f8f6974f2b248d9,6140d2bf320df68dc96327b1,2,"2021-09-14 18:54:26",1,2,"2021-09-14 18:55:18",2,,25,1,,1,,grocery,0,0,0,0,1,0,0,2,"2021-09-14 18:56:32",1,88,2,,2,"2021-09-14 20:04:34",,7,8,9,10,1,2,8,1,1,3,3,3,1,3,1,2,3,2,3,5,3,2,5,9,10,10,10,5,10,4,1,1,1,4,6,7,2,3,2,8,2,2,10,1,2,10,2,1,10,2,1,10,4,1,2,10,6,3,10,6,8,10,9,5,10,4,1,5,4,1,10,8,2,1,1,4,1,1,1,10,4,1,10,7,3,10,4,5,1,1,4,10,2,6,4,1,8,3,2,7,1,1,2,2,2,4,5,3,1,1,1,1,1,1,2,2,1,1,10,10,8,4,7,10,1,2,10,3,2,10,2,3,2,2,2,1,2,1,1,2,1,1,10,10,10,8,4,1,10,10,1,10,10,1,10,10,10,3,1,10,3,2,10,1,1,1,1,1,10,2,1,10,1,1,3,10,10,10,10,10,10,2,2,10,2,2,8,3,2,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,5,3,1,10,6,10,4,2,1,1,1,1,1,1,10,1,1,5,3,2,2,2,1,6,1,1,10,2,1,10,5,2,4,10,1,10,3,1,10,1,1,9,1,1,1,10,10,1,10,10,1,1,1,7,1,1,2,1,1,5,3,1,1,1,1,7,1,1,1,5,1,1,2,1,7,1,1,1,1,1,1,2,1,5,1,1,5,2,1,4,2,1,3,1,1,6,2,2,3,2,2,2,2,2,1,1,1,6,3,1,5,6,3,1,1,1,1,1,1,4,2,2,4,2,1,1,1,1,4,4,1,3,9,2,8,5,2,1,10,6,10,6,1,5,5,1,6,1,1,10,1,1,2,"2021-09-14 20:06:10","it was easy to do","colors, expensive and size",None,2,"2021-09-14 20:06:18",2
30,,"2021-09-14 18:58:54",612d2a4c1782eb6959e30029,61412922d7ba068226fc1c69,6140d2bf320df68dc96327b1,2,"2021-09-14 19:01:01",1,2,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
31,,"2021-09-14 18:59:13",60fda91b12a5c6c683f2f9ca,614129304a272b1c8555038c,6140d2bf320df68dc96327b1,2,"2021-09-14 18:59:45",1,2,"2021-09-14 18:59:59",2,,24,1,,1,,Teacher,0,0,0,0,1,0,0,2,"2021-09-14 19:00:25",1,79,2,,2,"2021-09-14 19:54:37",,3,5,6,7,1,2,6,1,1,7,3,6,2,2,2,4,2,2,2,3,3,2,4,6,4,4,6,2,3,2,3,2,2,3,3,3,3,4,3,3,1,2,8,4,4,10,2,3,7,2,2,4,2,2,2,6,7,4,8,8,6,6,7,4,6,4,3,2,4,3,6,6,3,3,4,5,3,3,1,8,4,1,9,3,2,8,5,3,1,2,3,4,3,5,4,4,2,2,3,2,2,3,2,3,3,2,3,3,1,2,2,2,1,2,1,4,5,2,6,6,5,4,4,1,2,2,2,2,2,8,3,3,2,2,3,2,1,1,2,2,2,2,6,6,5,5,5,2,9,9,1,9,9,2,9,9,2,2,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,3,6,5,2,7,5,2,5,3,2,3,3,3,10,10,2,5,5,2,1,2,2,3,2,3,3,3,2,3,3,3,3,3,4,4,4,2,7,5,8,3,3,2,2,3,1,3,3,7,3,4,2,2,2,2,2,2,8,2,4,9,2,3,5,5,5,2,5,4,8,4,4,6,4,4,8,4,3,2,9,8,2,8,8,1,2,3,5,4,4,2,4,4,7,4,4,3,3,3,3,4,4,2,6,6,1,6,6,4,2,3,1,2,2,2,5,4,4,5,4,4,4,4,4,3,4,2,1,3,5,4,4,5,3,4,4,3,4,3,4,4,8,4,4,5,6,6,3,3,3,2,3,3,2,4,4,4,3,3,3,3,3,2,1,3,2,4,3,2,3,3,2,7,7,5,4,4,3,3,4,5,3,3,8,2,4,2,"2021-09-14 19:54:58","It was very interesting. It made me think.","To study how people think.",No,2,"2021-09-14 19:55:02",2
32,,"2021-09-14 19:01:12",609d9fe301f9ef27d7285081,6141298a7422261809eabfe7,6140d2bf320df68dc96327b1,2,"2021-09-14 19:01:54",1,2,"2021-09-14 19:02:14",2,,21,1,,1,,"Graphic Designer",0,0,0,0,1,0,0,2,"2021-09-14 19:02:42",1,100,2,,2,"2021-09-14 19:52:27",,5,8,5,6,2,3,6,2,3,5,3,4,2,4,3,1,2,2,1,3,2,2,5,4,6,5,5,2,7,2,2,2,2,4,2,4,2,4,3,5,2,3,9,3,2,8,3,1,7,3,2,6,2,2,1,5,5,3,5,5,5,5,5,3,7,2,2,2,4,2,7,5,1,2,3,3,2,3,1,5,2,1,7,2,1,5,2,5,1,1,2,4,2,5,4,3,3,2,2,3,2,2,1,3,1,3,5,2,1,2,1,1,4,3,1,2,3,1,6,5,6,2,3,1,1,2,3,1,2,7,2,2,5,2,2,1,2,1,1,2,1,3,6,4,8,3,3,1,8,8,1,8,7,2,8,8,5,2,2,5,2,2,3,2,1,3,2,2,4,2,2,3,2,2,2,5,5,4,6,5,7,5,3,5,3,3,5,3,2,1,6,3,1,1,2,1,2,1,2,2,3,2,1,2,4,3,2,3,4,2,1,6,3,9,2,2,2,1,2,2,2,2,5,3,2,4,2,3,3,2,2,7,3,3,8,3,3,8,5,4,2,6,5,8,2,2,5,3,3,8,2,2,2,7,7,2,9,9,2,3,3,3,2,3,2,2,3,4,1,1,4,2,2,3,2,2,2,5,2,1,5,2,4,2,2,1,2,2,2,3,3,4,3,3,3,3,3,4,2,3,3,2,2,4,3,2,4,2,2,4,2,2,4,2,2,6,3,2,6,3,4,3,1,2,2,2,2,4,1,2,3,2,2,2,2,2,4,2,1,4,4,3,5,2,3,2,7,4,4,3,3,3,5,2,4,2,2,8,1,2,2,"2021-09-14 19:53:09","Very interesting albiet confusing","To identify common associations and the severity of those assocaiations?","No :)",2,"2021-09-14 19:53:16",2
33,,"2021-09-14 19:05:50",613d08ebdc5fd6eec95cfaf5,61412aa96c134aa1aa5a12cb,6140d2bf320df68dc96327b1,2,"2021-09-14 19:06:28",1,2,"2021-09-14 19:06:50",2,,23,1,,1,,"public health worker",0,0,0,0,1,0,0,2,"2021-09-14 19:07:28",1,90,2,,2,"2021-09-14 19:59:12",,6,6,5,5,1,1,4,1,1,4,3,3,2,3,1,3,3,2,3,4,3,3,6,6,6,7,7,3,2,1,3,2,2,8,4,4,4,4,5,5,1,2,10,3,2,9,3,3,7,3,2,5,2,1,1,8,9,6,8,9,7,9,8,4,7,3,6,4,4,4,8,7,3,2,2,7,2,2,3,7,3,2,10,4,4,8,2,7,1,1,3,6,3,6,5,3,2,1,2,2,1,2,2,1,1,4,5,3,1,1,1,2,3,1,2,4,4,3,7,8,8,2,3,3,1,2,4,1,1,9,3,2,6,3,2,2,1,1,2,3,2,6,9,7,10,5,4,3,10,10,2,10,10,3,10,10,8,3,3,8,3,3,4,2,3,6,4,2,7,2,3,2,3,3,3,7,7,6,8,6,7,6,3,5,5,3,6,4,4,2,6,4,2,1,2,4,3,3,4,3,3,3,3,2,6,4,3,4,5,3,3,9,4,9,2,3,3,2,1,2,2,2,8,3,3,6,2,1,4,2,1,9,2,3,10,2,3,6,6,4,4,7,4,8,3,2,8,3,2,9,2,2,2,10,9,2,10,9,2,3,4,6,3,4,2,3,4,8,2,1,6,2,2,4,3,3,4,7,4,2,6,4,7,2,2,2,1,1,2,6,4,8,5,4,6,3,2,6,2,2,4,1,2,6,4,3,6,2,3,7,2,2,4,3,2,8,3,2,6,6,5,7,2,4,2,3,3,7,4,3,7,2,2,2,3,2,5,2,1,6,5,4,6,3,3,3,8,5,6,2,3,4,4,4,7,2,2,7,2,2,2,"2021-09-14 19:59:53","Kind of boring","Whether categorizing according to a particular variable affects how objects are sorted afterwards",,2,"2021-09-14 19:59:55",2
34,,"2021-09-14 19:14:00",613d949034404ec91bee5e09,61412c84cd0355d61df6960f,6140d2bf320df68dc96327b1,2,"2021-09-14 19:14:11",1,2,"2021-09-14 19:14:32",3,,23,1,,1,,"copyeditor and student ",0,0,0,0,1,0,0,2,"2021-09-14 19:15:33",1,100,2,,2,"2021-09-14 20:08:25",,6,7,4,6,1,2,5,1,2,7,3,4,3,1,2,2,1,2,2,1,2,2,7,5,6,6,6,2,4,1,3,1,2,7,2,3,2,4,4,7,1,3,10,3,3,10,2,1,8,1,2,7,1,2,1,8,8,6,8,8,7,8,8,2,7,3,4,2,3,1,8,6,3,2,3,4,2,3,2,5,2,2,9,4,2,6,3,6,3,1,2,5,1,8,3,4,3,1,2,3,2,2,4,4,1,4,4,2,2,3,1,3,3,1,1,4,3,1,8,7,6,2,4,1,2,2,4,3,1,7,1,2,6,2,2,1,2,1,1,2,1,4,8,8,7,5,5,1,9,9,1,9,9,1,9,9,6,4,2,6,1,2,6,2,2,5,3,3,7,4,3,5,5,4,2,8,7,3,7,5,6,6,3,7,6,4,5,4,2,1,5,3,1,2,1,4,3,1,3,2,2,4,2,3,7,4,2,7,4,4,1,7,4,6,2,2,3,1,2,3,1,2,8,1,3,3,2,3,5,3,3,10,2,3,10,2,3,6,6,5,2,5,5,8,3,3,9,3,4,10,2,2,1,8,9,1,10,10,2,2,4,6,3,5,3,4,5,5,1,1,7,2,3,4,6,3,2,6,3,1,7,5,8,1,2,3,1,2,2,5,3,7,5,4,3,3,3,5,2,3,5,1,3,5,3,3,4,2,4,5,2,3,3,2,3,7,3,4,8,5,5,3,2,3,2,3,4,5,3,3,4,3,3,3,4,3,7,3,2,8,4,4,8,3,4,3,9,5,6,2,3,6,4,5,4,2,3,9,1,3,2,"2021-09-14 20:08:59","It was interesting!","Understanding how people differentiate between things?",Nope!,2,,0
35,,"2021-09-14 19:15:13",613fc1503973ef3a8c896c6e,61412cf8c289e9f3355f928f,6140d2bf320df68dc96327b1,2,"2021-09-14 19:16:35",1,2,"2021-09-14 19:17:13",2,,25,1,,1,,Nurse,0,0,0,0,1,0,0,2,"2021-09-14 19:17:26",1,100,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
36,,"2021-09-14 19:15:20",613a57a3d918106d2061aa2b,61412cdff13d4aec6ae6dbf1,6140d2bf320df68dc96327b1,2,"2021-09-14 19:17:37",1,2,"2021-09-14 19:18:42",1,,18,1,,2,3,Student,0,0,0,0,1,0,0,2,"2021-09-14 19:19:36",1,100,2,,2,"2021-09-14 20:29:44",,8,7,8,10,1,3,8,1,2,8,4,4,3,1,2,2,3,5,5,4,5,8,7,6,9,5,5,7,3,3,5,1,3,9,2,5,4,2,4,10,1,5,10,3,3,10,2,1,10,1,1,9,2,1,4,5,5,7,6,5,8,8,6,9,10,5,4,2,3,5,8,6,5,1,2,7,2,2,4,3,4,3,8,5,3,3,3,9,1,2,5,5,2,7,3,4,4,1,4,5,2,5,4,2,5,6,3,5,3,1,2,4,3,4,3,3,6,4,6,5,8,4,6,4,1,3,6,2,2,10,2,4,8,2,2,3,1,1,3,1,3,6,4,4,10,4,3,4,10,6,4,9,7,4,10,5,9,1,4,10,1,5,8,1,2,6,1,1,8,2,3,5,1,2,7,4,5,8,8,6,9,8,5,9,4,5,9,4,2,5,6,4,2,2,2,3,1,2,4,2,2,4,2,2,6,3,3,8,3,4,5,9,4,10,2,5,4,2,3,4,3,3,9,3,3,6,1,3,5,2,2,9,2,2,10,3,2,9,4,4,7,4,3,10,3,3,9,2,3,10,3,3,6,9,7,4,10,6,5,2,3,8,3,3,7,3,3,9,4,2,9,2,3,8,3,3,6,4,3,3,6,3,10,1,2,4,2,3,2,5,3,8,4,4,7,3,3,6,3,2,6,1,3,7,3,2,8,2,3,9,3,3,6,3,3,10,3,4,7,7,4,7,1,3,6,1,2,7,4,2,6,2,2,6,2,2,9,1,1,7,5,3,9,3,3,6,8,4,9,3,2,7,4,3,8,3,3,9,1,2,2,"2021-09-14 20:31:13","interesting, but a little bit too long","to know the relationship with the likes of people and the costs of things","No, I did not",2,,0
37,,"2021-09-14 19:18:26",60f62766fa8bc58698d82b9f,61412bf1548b5f601d6f9f08,6140d2bf320df68dc96327b1,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
