record_id,redcap_survey_identifier,welcome_timestamp,subid,assignment_id,study_id,welcome_complete,consent_timestamp,consent_1,consent_complete,demographics_timestamp,gender,other_gender,age,country_born,other_country,years_in_us,years,occupation,race___1,race___2,race___3,race___4,race___5,race___6,race___7,demographics_complete,game_timestamp,game_complete,participant_ratings_timestamp,mead_name,clr_accordion_2,exp_accordion_2,lrg_accordion_2,clr_apple_2,exp_apple_2,lrg_apple_2,clr_apple_4,exp_apple_4,lrg_apple_4,clr_asian_05,exp_asian_05,lrg_asian_05,clr_bacon_2,exp_bacon_2,lrg_bacon_2,clr_bag_college_01,exp_bag_college_01,lrg_bag_college_01,clr_bag_college_05,exp_bag_college_05,lrg_bag_college_05,clr_bag_girl_04,exp_bag_girl_04,lrg_bag_girl_04,clr_bag_women_03,exp_bag_women_03,lrg_bag_women_03,clr_bag_women_04,exp_bag_women_04,lrg_bag_women_04,clr_bagel_4,exp_bagel_4,lrg_bagel_4,clr_ball_05,exp_ball_05,lrg_ball_05,clr_ballet_shoe_02,exp_ballet_shoe_02,lrg_ballet_shoe_02,clr_banana_2,exp_banana_2,lrg_banana_2,clr_beads_3,exp_beads_3,lrg_beads_3,clr_beads_4,exp_beads_4,lrg_beads_4,clr_berries_4,exp_berries_4,lrg_berries_4,clr_berries_05,exp_berries_05,lrg_berries_05,clr_bike_04,exp_bike_04,lrg_bike_04,clr_bike_05,exp_bike_05,lrg_bike_05,clr_bike_06,exp_bike_06,lrg_bike_06,clr_binocular_02,exp_binocular_02,lrg_binocular_02,clr_bowling_03,exp_bowling_03,lrg_bowling_03,clr_bracelet_01,exp_bracelet_01,lrg_bracelet_01,clr_burger_01,exp_burger_01,lrg_burger_01,clr_burger_4,exp_burger_4,lrg_burger_4,clr_cam_corder_3,exp_cam_corder_3,lrg_cam_corder_3,clr_camera_3,exp_camera_3,lrg_camera_3,clr_camera_4,exp_camera_4,lrg_camera_4,clr_candy_2,exp_candy_2,lrg_candy_2,clr_chess_4,exp_chess_4,lrg_chess_4,clr_chicken_3,exp_chicken_3,lrg_chicken_3,clr_chips_01,exp_chips_01,lrg_chips_01,clr_chips_02,exp_chips_02,lrg_chips_02,clr_chocolate_2,exp_chocolate_2,lrg_chocolate_2,clr_chocolate_cake_1,exp_chocolate_cake_1,lrg_chocolate_cake_1,clr_chocolate3,exp_chocolate3,lrg_chocolate3,clr_chocolate6,exp_chocolate6,lrg_chocolate6,clr_cologne_1,exp_cologne_1,lrg_cologne_1,clr_cologne_2,exp_cologne_2,lrg_cologne_2,clr_cone_1,exp_cone_1,lrg_cone_1,clr_cookie1,exp_cookie1,lrg_cookie1,clr_cookie3,exp_cookie3,lrg_cookie3,clr_cube_2,exp_cube_2,lrg_cube_2,clr_cupcake,exp_cupcake,lrg_cupcake,clr_dice_4,exp_dice_4,lrg_dice_4,clr_domino_3,exp_domino_3,lrg_domino_3,clr_drums_2,exp_drums_2,lrg_drums_2,clr_earrings_04,exp_earrings_04,lrg_earrings_04,clr_fitness_04,exp_fitness_04,lrg_fitness_04,clr_fitness_07,exp_fitness_07,lrg_fitness_07,clr_fitness_08,exp_fitness_08,lrg_fitness_08,clr_frisbee_4,exp_frisbee_4,lrg_frisbee_4,clr_frisbee_5,exp_frisbee_5,lrg_frisbee_5,clr_green_beans_1,exp_green_beans_1,lrg_green_beans_1,clr_greens_01,exp_greens_01,lrg_greens_01,clr_greens_06,exp_greens_06,lrg_greens_06,clr_greens_07,exp_greens_07,lrg_greens_07,clr_guitar_5,exp_guitar_5,lrg_guitar_5,clr_head_band_01,exp_head_band_01,lrg_head_band_01,clr_headphones_1,exp_headphones_1,lrg_headphones_1,clr_headphones_4,exp_headphones_4,lrg_headphones_4,clr_helicopter_1,exp_helicopter_1,lrg_helicopter_1,clr_ice_skates_6,exp_ice_skates_6,lrg_ice_skates_6,clr_lip_02_final,exp_lip_02_final,lrg_lip_02_final,clr_lip_04_final,exp_lip_04_final,lrg_lip_04_final,clr_mac_cheese_01,exp_mac_cheese_01,lrg_mac_cheese_01,clr_makeup_02,exp_makeup_02,lrg_makeup_02,clr_makeup_4,exp_makeup_4,lrg_makeup_4,clr_meat_01,exp_meat_01,lrg_meat_01,clr_microscope_3,exp_microscope_3,lrg_microscope_3,clr_mikado_3,exp_mikado_3,lrg_mikado_3,clr_muffin2,exp_muffin2,lrg_muffin2,clr_nail01_final,exp_nail01_final,lrg_nail01_final,clr_nail04_final,exp_nail04_final,lrg_nail04_final,clr_necklace_01,exp_necklace_01,lrg_necklace_01,clr_necklace_03,exp_necklace_03,lrg_necklace_03,clr_notebook_6,exp_notebook_6,lrg_notebook_6,clr_notebook_7,exp_notebook_7,lrg_notebook_7,clr_oil_1,exp_oil_1,lrg_oil_1,clr_oil_5,exp_oil_5,lrg_oil_5,clr_paper_3,exp_paper_3,lrg_paper_3,clr_parfait_2,exp_parfait_2,lrg_parfait_2,clr_pencil_2,exp_pencil_2,lrg_pencil_2,clr_piano_3,exp_piano_3,lrg_piano_3,clr_piano_4,exp_piano_4,lrg_piano_4,clr_pie3,exp_pie3,lrg_pie3,clr_pizza_03,exp_pizza_03,lrg_pizza_03,clr_pizza_05,exp_pizza_05,lrg_pizza_05,clr_pokerchips_3,exp_pokerchips_3,lrg_pokerchips_3,clr_pomegranate_01,exp_pomegranate_01,lrg_pomegranate_01,clr_quinoa_01,exp_quinoa_01,lrg_quinoa_01,clr_radio_3,exp_radio_3,lrg_radio_3,clr_record_4,exp_record_4,lrg_record_4,clr_ribbon_4,exp_ribbon_4,lrg_ribbon_4,clr_ring_03,exp_ring_03,lrg_ring_03,clr_roller_skates_01,exp_roller_skates_01,lrg_roller_skates_01,clr_roller_skates_02,exp_roller_skates_02,lrg_roller_skates_02,clr_rucksack_02,exp_rucksack_02,lrg_rucksack_02,clr_rucksack_04,exp_rucksack_04,lrg_rucksack_04,clr_running_shoe_03,exp_running_shoe_03,lrg_running_shoe_03,clr_salmon,exp_salmon,lrg_salmon,clr_sandwich_2,exp_sandwich_2,lrg_sandwich_2,clr_sandwich_3,exp_sandwich_3,lrg_sandwich_3,clr_sandwich_5,exp_sandwich_5,lrg_sandwich_5,clr_shrimp_02,exp_shrimp_02,lrg_shrimp_02,clr_skateboard_06,exp_skateboard_06,lrg_skateboard_06,clr_sneaker_01,exp_sneaker_01,lrg_sneaker_01,clr_sneaker_04,exp_sneaker_04,lrg_sneaker_04,clr_snorkling_3,exp_snorkling_3,lrg_snorkling_3,clr_soup_03,exp_soup_03,lrg_soup_03,clr_sports_bag_03,exp_sports_bag_03,lrg_sports_bag_03,clr_sunglasses_01,exp_sunglasses_01,lrg_sunglasses_01,clr_sunglasses_03,exp_sunglasses_03,lrg_sunglasses_03,clr_tart1,exp_tart1,lrg_tart1,clr_violin_2,exp_violin_2,lrg_violin_2,clr_watch_01,exp_watch_01,lrg_watch_01,clr_watch_04,exp_watch_04,lrg_watch_04,clr_wrap_02,exp_wrap_02,lrg_wrap_02,clr_yarn_5,exp_yarn_5,lrg_yarn_5,participant_ratings_complete,post_study_survey_timestamp,how_was_study,purpose_1,difficulties,post_study_survey_complete,payment_timestamp,payment_complete
255,,"2021-06-11 12:22:55",60b427e3ad20ae8d5753152b,60c38d688735f3184c98d0f0,60c26f29978f91950fde551a,2,"2021-06-11 12:23:54",1,2,"2021-06-11 12:24:35",2,,19,2,Philippines,2,4,student,0,1,0,0,0,0,0,2,"2021-06-11 13:01:24",2,"2021-06-11 13:27:55",,8,9,7,10,1,2,10,1,2,8,4,4,7,2,2,6,7,6,4,8,6,9,9,6,10,9,5,5,5,5,2,1,2,7,5,4,3,6,4,9,1,2,10,4,2,8,2,1,8,2,1,10,1,1,1,9,9,5,8,8,8,9,9,3,7,4,2,8,5,2,6,3,5,4,3,10,3,3,3,8,3,1,9,4,2,9,4,8,2,1,2,3,1,10,4,5,4,1,2,3,1,2,2,4,4,4,5,4,1,1,1,1,3,1,2,5,3,2,5,3,6,4,5,1,2,2,5,4,2,10,4,4,7,2,3,1,2,1,1,3,2,5,7,7,1,6,1,2,9,10,1,10,10,2,10,10,9,2,6,9,2,6,7,1,1,7,2,2,8,2,2,6,1,2,4,7,6,8,4,4,10,7,3,5,6,3,5,6,2,1,7,4,7,5,3,5,4,2,10,2,3,4,7,3,3,6,2,8,6,5,2,7,4,10,3,4,1,2,2,1,4,2,9,4,2,7,4,4,2,4,4,9,3,4,10,3,4,8,9,6,4,5,5,6,3,3,9,4,4,10,3,3,1,10,9,1,10,10,1,4,3,6,3,5,2,3,4,7,3,1,8,2,3,7,4,4,1,7,5,1,9,6,9,2,4,2,7,2,1,7,6,8,6,5,1,6,5,3,6,5,3,7,5,9,4,4,9,4,5,8,4,4,6,4,4,9,5,4,6,7,6,1,6,5,7,6,5,5,5,4,4,4,4,1,7,7,1,6,4,1,6,4,8,4,4,1,8,6,1,8,2,3,7,2,8,3,4,10,3,3,2,"2021-06-11 13:28:57","very long, but had fund coming up with connections between objects that don't necessarily relate.","to see how people perceive and associate objects.",no.,2,,0
256,,"2021-06-11 12:24:20",5e82279d39ea6d067ea804eb,60c38e26caa9644ad2eaade0,60c26f29978f91950fde551a,2,"2021-06-11 12:24:38",1,2,"2021-06-11 12:24:55",2,,22,1,,1,,"Genetic counselor",0,0,0,0,1,0,0,2,"2021-06-11 13:20:27",2,"2021-06-11 13:35:15",,8,9,10,5,2,1,4,2,1,5,4,2,2,2,2,2,5,4,2,6,5,5,6,7,8,6,7,2,4,5,1,1,2,3,3,4,2,4,2,6,1,2,10,2,2,10,2,1,10,4,2,6,2,2,1,8,9,2,7,6,7,6,7,1,6,4,2,4,3,1,7,2,2,1,1,6,3,2,1,9,2,1,10,4,1,8,6,7,1,1,3,8,1,8,5,4,6,2,5,2,5,4,5,3,4,4,5,4,2,2,1,2,2,1,5,2,2,2,4,2,9,4,3,1,2,1,3,5,2,9,2,4,7,2,3,1,1,1,1,1,2,4,8,3,3,5,2,3,5,2,4,6,3,4,7,5,4,7,5,4,7,5,4,3,2,2,3,2,2,3,2,2,3,2,3,2,4,2,4,3,3,5,2,2,4,3,3,5,3,3,5,4,5,3,4,6,3,3,5,3,2,2,6,2,2,6,3,3,5,3,3,6,3,3,6,4,3,6,4,4,7,1,10,4,2,6,3,6,3,6,3,10,3,3,10,3,4,9,6,4,8,9,6,10,3,3,5,3,7,3,6,4,4,8,10,1,10,10,2,4,3,6,3,5,5,3,6,9,2,2,8,4,6,7,4,7,5,3,5,1,7,3,10,3,6,2,10,1,1,6,7,8,5,6,1,6,2,7,4,5,6,4,4,7,8,5,7,4,6,7,3,6,7,4,6,8,6,8,9,5,7,6,5,7,8,5,5,7,4,7,8,5,7,6,3,6,2,6,3,1,7,5,8,4,4,1,7,9,2,7,2,7,8,2,2,6,3,10,1,3,2,"2021-06-11 13:35:36","it took a long time","how we categorize things based on function, price, color",no,2,,0
257,,"2021-06-11 12:25:02",5f4d53f96aa639a0d605052e,60c38abc9733609e8c16fd45,60c26f29978f91950fde551a,2,"2021-06-11 12:25:14",1,2,"2021-06-11 12:25:40",2,,20,1,,2,4,"Student and sales rep",0,1,0,0,1,1,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
258,,"2021-06-11 12:25:18",5c71b63c4aa8ec0001f2bfc4,60c38e61a947b3c027fe5c24,60c26f29978f91950fde551a,2,"2021-06-11 12:26:00",1,2,"2021-06-11 12:26:11",2,,20,1,,1,,Student,0,0,0,0,1,0,0,2,"2021-06-11 12:59:07",2,"2021-06-11 13:13:42",,6,6,7,8,1,2,7,1,1,4,3,1,2,2,1,1,4,4,4,4,4,5,3,4,6,3,3,2,3,3,1,1,1,6,2,5,1,5,1,6,1,2,7,1,2,8,3,1,8,2,2,8,2,2,1,6,8,4,5,8,3,6,7,2,8,3,1,2,2,1,6,4,4,1,2,5,1,1,1,4,1,1,8,2,1,3,1,6,1,2,2,3,1,4,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,6,2,1,5,3,4,1,4,1,1,4,3,2,3,8,1,2,3,1,1,1,1,1,1,1,1,2,5,6,1,7,1,1,8,8,1,7,8,1,8,8,8,1,2,8,1,2,6,1,1,4,1,1,6,1,2,6,1,2,3,7,6,6,1,2,6,6,2,3,6,2,6,5,2,1,4,4,4,1,1,5,2,1,2,1,2,3,2,2,3,3,2,4,4,3,1,6,3,6,1,3,1,1,2,1,3,1,7,2,1,6,4,2,2,6,2,6,1,1,6,1,2,3,4,5,2,4,3,4,1,2,3,1,1,6,1,1,1,8,8,1,8,8,2,2,2,5,1,3,2,2,4,6,2,1,5,1,1,6,2,2,3,5,4,1,5,4,7,1,1,1,8,1,2,4,2,4,3,2,1,2,3,4,1,3,2,2,2,4,1,2,5,1,2,4,1,2,4,1,2,4,2,2,6,3,3,2,2,2,6,1,1,3,1,2,4,1,2,1,3,5,1,5,1,1,6,1,6,1,2,2,7,3,1,9,1,7,6,1,6,1,1,7,1,1,2,"2021-06-11 13:13:58","I thought it was interesting","To see how we associate things with eachother",No,2,"2021-06-11 13:14:14",2
259,,"2021-06-11 12:26:22",60ad344265fa9865ff45c0bf,60c38df894983e40183362f1,60c26f29978f91950fde551a,2,"2021-06-11 12:27:47",1,2,"2021-06-11 12:28:31",1,,24,1,,1,,"Medical student(grad school soon)/Medical office management ",1,0,0,0,0,0,0,2,"2021-06-11 13:10:09",2,"2021-06-11 13:32:49",,10,5,8,10,1,1,9,1,1,8,2,3,6,1,1,6,6,2,4,7,2,8,6,2,9,6,2,4,5,2,3,1,1,3,3,1,3,3,1,7,1,1,10,2,2,10,2,2,10,1,2,10,1,2,3,4,6,6,5,7,6,5,5,7,3,1,5,1,2,4,4,1,4,1,1,9,1,1,2,3,1,1,3,1,2,3,1,7,1,2,5,2,2,7,2,2,3,1,1,3,1,1,3,1,1,3,1,1,1,1,1,2,1,1,3,3,1,4,3,1,6,1,1,1,2,1,3,1,1,8,1,1,6,1,1,2,1,1,2,1,2,4,3,3,3,3,1,3,9,8,2,8,8,2,8,8,5,1,1,5,1,1,3,1,2,2,1,1,3,1,1,3,1,1,4,6,3,4,1,1,6,5,1,7,6,1,6,2,1,3,4,2,5,3,1,5,3,1,3,1,2,4,2,1,4,3,1,8,3,2,2,4,3,9,1,1,4,1,1,2,6,1,9,4,1,6,4,1,5,5,1,9,1,1,10,2,1,10,3,2,8,3,2,8,2,2,10,1,1,10,1,1,4,9,9,4,9,9,3,1,1,6,1,1,5,1,1,8,2,1,8,1,1,6,1,1,2,3,2,1,2,1,8,1,1,6,4,1,2,4,3,6,4,3,3,2,2,4,2,2,5,3,2,8,2,1,8,1,1,7,1,1,6,1,1,8,1,1,9,4,4,3,2,2,7,3,2,5,3,2,5,1,1,2,2,2,3,3,1,3,3,1,8,1,1,5,8,6,5,8,1,8,8,1,8,1,1,10,1,1,2,"2021-06-11 13:43:44","It was interesting. During the arrangements it made one think where to put certain objects in the right space provided and make sure there was a comparison between accessories for instance with fruits or lunches, etc... ","How people view different objects in terms of there similarity as well as the overall price, how colorful they can be and also the sizes compared to others in terms of arrangements.","I believe some of the objects were too small so If a participant wanted to make the object bigger just to see what it was that could make it easier especially in the small space.",2,"2021-06-11 13:43:48",2
260,,"2021-06-11 12:27:57",5f93274d33ea7a0d0bee3fd4,60c38f013b208973d3e58d64,60c26f29978f91950fde551a,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
261,,"2021-06-11 12:28:05",6018a5c0e1600b187ccb8693,60c38efc699269111b4c4128,60c26f29978f91950fde551a,2,"2021-06-11 12:28:11",1,2,"2021-06-11 12:28:25",1,,23,1,,1,,Retail,0,1,0,0,0,0,0,2,"2021-06-11 13:03:09",2,"2021-06-11 13:17:43",,7,9,10,2,1,3,1,1,3,5,4,5,1,1,2,3,2,6,1,3,7,3,3,7,1,3,7,1,2,7,1,1,3,2,1,7,1,3,5,2,1,5,9,1,3,10,1,2,7,1,3,2,1,3,1,4,9,2,8,9,2,7,9,3,5,7,2,1,7,1,3,3,2,1,7,3,1,7,1,8,7,1,10,7,1,8,7,1,1,3,2,1,4,4,2,7,2,1,5,2,1,4,3,3,2,2,3,4,1,1,3,2,1,3,1,4,3,1,2,3,4,1,8,1,1,5,3,1,4,5,1,5,2,1,3,1,1,1,1,1,1,4,7,9,1,1,2,1,10,10,1,10,10,1,10,10,4,1,4,2,1,4,1,1,3,2,1,3,2,1,2,3,1,3,1,9,9,2,1,4,1,7,5,4,2,5,3,5,4,1,3,7,1,4,3,1,2,3,1,1,3,2,3,2,2,3,2,4,2,4,1,10,8,10,1,4,1,3,5,1,1,3,9,1,3,1,2,4,1,2,4,10,2,7,10,3,5,3,4,8,1,2,5,7,1,3,3,2,4,9,2,5,1,10,10,1,10,10,1,1,4,2,2,8,1,1,8,5,1,3,3,1,5,3,1,5,1,3,5,1,4,4,5,1,4,1,5,3,1,2,7,3,2,7,1,1,8,1,1,8,1,3,7,3,1,4,3,1,7,3,1,7,1,1,3,4,2,4,3,5,9,1,2,7,1,2,7,1,3,7,1,1,7,1,2,8,1,2,4,1,1,3,1,1,7,1,8,9,1,2,3,2,2,3,3,2,8,5,1,3,2,"2021-06-11 13:18:12","It was fun and interesting","To see how we group items based on expense and color",No,2,,0
262,,"2021-06-11 12:28:11",5bf116a61e78580001dc4842,60c38f0604986dd3c735ba3c,60c26f29978f91950fde551a,2,"2021-06-11 12:30:33",1,2,"2021-06-11 12:30:46",1,,21,1,,1,,"software engineer",0,1,0,0,0,0,0,2,"2021-06-11 13:03:11",2,"2021-06-11 13:19:40",,7,9,7,6,2,3,5,2,2,7,5,4,4,4,2,3,6,6,5,7,4,7,4,5,7,8,3,4,5,6,4,3,2,5,3,5,4,6,3,6,2,3,8,3,2,8,2,1,8,3,2,6,3,2,2,6,5,4,8,6,5,8,5,3,4,4,3,4,4,4,5,2,3,2,2,5,2,2,2,3,3,1,9,3,2,7,2,3,1,1,4,4,1,6,3,3,3,2,2,3,3,2,4,4,1,2,4,3,2,3,1,2,3,1,2,6,2,2,6,2,4,2,2,3,2,3,4,2,2,7,2,2,4,3,2,1,2,1,1,2,1,3,7,8,2,3,1,2,9,10,2,8,9,2,10,10,4,2,3,4,2,3,3,2,4,3,2,3,4,2,3,2,2,3,4,6,6,7,1,2,6,5,3,3,4,3,7,5,3,3,6,3,6,3,1,6,4,1,4,3,4,6,4,2,4,4,2,7,5,3,2,8,4,4,2,3,3,2,2,3,3,1,6,3,1,1,2,2,2,3,2,8,2,3,7,2,3,9,6,4,3,8,4,8,2,2,7,4,2,8,2,2,2,8,10,2,9,10,1,2,3,4,3,3,2,2,3,5,2,1,6,2,3,7,3,3,3,4,3,2,6,3,7,1,1,4,7,1,2,4,4,2,4,4,2,3,6,3,4,6,2,2,4,6,5,3,7,3,3,5,3,3,6,5,3,7,4,4,4,5,7,2,3,4,5,4,4,2,3,3,4,2,3,2,6,6,3,4,3,3,6,3,6,4,4,4,6,5,3,5,2,4,5,2,7,2,3,7,2,3,2,"2021-06-11 13:20:25","It was rather tedious","Judging objects","The consent page became unresponsive after a bit and took a while to load",2,,0
263,,"2021-06-11 12:28:37",5f93274d33ea7a0d0bee3fd4,60c38f013b208973d3e58d64,60c26f29978f91950fde551a,2,"2021-06-11 12:29:51",1,2,"2021-06-11 12:30:05",2,,19,1,,1,,student,0,1,0,0,0,0,0,2,"2021-06-11 13:04:34",2,"2021-06-11 13:21:59",,6,7,7,5,2,2,4,1,2,7,4,4,3,1,1,4,5,6,4,4,6,6,4,6,6,5,6,3,6,5,2,2,2,5,4,4,1,5,2,5,1,3,9,2,1,9,1,1,9,2,2,7,2,1,1,8,9,3,7,9,4,7,8,3,5,3,2,3,4,2,3,2,3,2,3,7,2,3,2,6,4,1,8,4,2,6,4,4,1,1,3,3,2,7,3,5,3,2,2,4,2,2,6,2,3,2,2,3,1,2,1,3,3,1,1,4,3,2,4,2,7,3,4,2,2,2,3,1,1,7,3,2,4,1,2,1,1,1,1,2,1,4,6,6,2,4,1,1,6,9,1,7,9,1,8,9,6,2,2,9,2,2,6,2,1,6,2,2,7,2,2,6,2,2,5,8,6,6,2,2,6,7,3,2,6,3,5,5,3,1,6,4,6,3,2,6,3,1,6,2,3,7,4,2,7,4,2,6,3,3,1,9,6,8,2,1,5,2,2,1,5,2,8,2,1,4,3,2,2,3,2,9,2,5,10,2,5,7,7,6,2,8,5,8,3,2,9,2,3,10,3,3,1,10,8,1,10,9,5,3,4,7,4,4,5,3,3,6,3,1,6,2,2,5,2,4,4,6,5,1,5,6,6,3,1,4,8,1,2,6,4,8,6,4,2,5,6,6,5,6,2,4,4,6,3,4,6,2,3,7,2,3,6,3,3,8,3,3,5,7,7,3,6,4,7,4,4,3,3,3,7,2,3,2,6,6,1,7,2,1,6,2,9,3,3,1,10,6,3,8,1,6,7,1,7,2,3,6,2,2,2,"2021-06-11 13:22:59","Interesting to see how I sorted things into categories as a way to interconnect objects to be similar to each other","Seeing how people make decisions on value based on their knowledge of other similar objects",none,2,,0
264,,"2021-06-11 12:28:55",5eda58dd1d5f72085bb85d9b,60c38c79c5523724e797581e,60c26f29978f91950fde551a,2,"2021-06-11 12:29:01",1,2,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
265,,"2021-06-11 12:29:11",60b6b40c9289145addeee2ff,60c38e71043ce514e12857a7,60c26f29978f91950fde551a,2,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
266,,"2021-06-11 12:29:19",5eda58dd1d5f72085bb85d9b,60c38c79c5523724e797581e,60c26f29978f91950fde551a,2,"2021-06-11 12:29:39",1,2,"2021-06-11 12:30:02",3,,20,1,,1,,student,0,0,0,0,1,0,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
267,,"2021-06-11 12:29:35",5fefd5b2173bfbe890bc98ed,60c38f408776fa1f1624746a,60c26f29978f91950fde551a,2,"2021-06-11 12:30:11",1,2,"2021-06-11 12:30:27",1,,22,1,,1,,Unemployed,0,0,0,0,1,0,0,2,"2021-06-11 13:12:56",2,"2021-06-11 13:30:00",,7,9,8,5,1,2,4,1,2,3,2,2,2,1,1,5,8,6,2,9,6,6,5,6,9,5,5,2,4,5,1,1,2,3,2,5,1,5,2,2,1,4,10,3,1,10,1,5,7,1,2,4,1,2,1,9,10,4,8,9,1,8,10,6,9,3,1,3,6,1,4,1,1,2,1,3,1,3,1,6,3,1,10,4,1,6,3,6,1,1,2,3,2,6,3,4,3,1,2,3,1,2,2,1,2,2,3,3,1,2,1,1,2,1,1,7,3,1,7,3,7,4,7,1,3,4,2,1,2,9,3,2,6,1,2,1,1,1,1,1,2,3,8,9,2,7,1,1,10,10,1,10,10,1,10,10,8,2,4,7,2,4,5,1,2,4,1,4,6,2,4,4,2,4,3,7,7,6,2,2,7,9,3,4,9,3,5,9,3,1,8,5,7,6,1,7,6,2,4,2,4,2,4,1,2,4,1,2,4,4,1,7,6,10,1,3,1,1,2,1,8,1,10,5,1,6,3,2,2,2,2,10,1,1,10,1,1,9,6,9,8,6,3,8,2,3,7,2,3,9,1,3,1,10,10,1,10,10,2,2,4,3,2,4,1,2,4,4,1,1,3,2,2,2,1,4,1,4,6,1,7,5,9,1,3,5,7,2,1,6,5,6,5,5,1,3,5,4,3,5,3,5,3,3,2,3,2,2,3,2,2,3,2,2,3,6,2,3,4,7,7,1,4,3,8,3,3,2,4,4,2,1,3,1,3,7,1,5,1,1,6,1,5,2,4,2,7,5,1,7,1,6,7,1,4,1,3,8,1,2,2,"2021-06-11 13:30:27","Interesting and kinda long","Not really sure, maybe related to perception of size ",no,2,,0
